48.8582," 2.3387,
22.25," 114.1667,
37.751," -97.822,
48.9579," 2.8794,
22.5333," 114.1333,
40.9559," 17.2896,
20.0063," 77.006,
19.0748," 72.8856,
34.7725," 113.7266,
19.0748," 72.8856,
20.0063," 77.006,
13.7442," 100.4608,
-6.1741," 106.8296,
12.9721," 77.5933,
43.6319," -79.3716,
29.214," 78.9569,
22.25," 114.1667,
57.25," 60.0833,
36.6621," 117.0104,
48.8582," 2.3387,
59.8468," 10.7747,
34.7725," 113.7266,
40.8364," -74.1403,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
23.1167," 113.25,
48.8582," 2.3387,
48.8582," 2.3387,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
45.4995," -73.5848,
55.045," 60.1083,
1.314," 103.6839,
-6.5945," 106.789,
41.3949," 2.1756,
52.352," 4.9392,
25.0478," 121.5318,
34.7725," 113.7266,
-6.1741," 106.8296,
-7.9227," -34.9156,
55.7527," 37.6172,
52.352," 4.9392,
46.769," 23.5978,
34.7725," 113.7266,
48.8582," 2.3387,
34.7725," 113.7266,
22.2909," 114.15,
51.5353," -0.6658,
34.7725," 113.7266,
50.1188," 8.6843,
19.0748," 72.8856,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
55.7527," 37.6172,
-19.0233," -48.3348,
10.8142," 106.6438,
51.5353," -0.6658,
34.7725," 113.7266,
34.7725," 113.7266,
43.6952," -79.5627,
34.7725," 113.7266,
-2.882," -78.9841,
24.6537," 46.7152,
18.89," -99.2256,
-6.1741," 106.8296,
38.7095," -78.1539,
-6.1741," 106.8296,
34.7725," 113.7266,
34.7725," 113.7266,
1.314," 103.6839,
-23.0716," -45.4974,
48.1089," 11.6074,
43.4631," 11.8783,
37.3388," -121.8914,
34.2598," 108.9294,
-37.1833," -62.7333,
51.5164," -0.093,
48.8582," 2.3387,
43.88," 125.3228,
34.7725," 113.7266,
48.8582," 2.3387,
43.6319," -79.3716,
26.0614," 119.3061,
34.7725," 113.7266,
1.5249," 103.6874,
48.8582," 2.3387,
34.7725," 113.7266,
34.7725," 113.7266,
35.8723," 128.5924,
50.0971," 8.5952,
52.374," 4.8897,
22.2909," 114.15,
40.8364," -74.1403,
-6.175," 106.8286,
34.7725," 113.7266,
43.1479," 12.1097,
39.9288," 116.3889,
20.0063," 77.006,
-37.9979," -57.5491,
43.4631," 11.8783,
34.0549," -118.2578,
34.7725," 113.7266,
-6.177," 106.6284,
40.4172," -3.684,
37.7353," -122.3732,
34.7725," 113.7266,
-12.8425," -38.3273,
34.7725," 113.7266,
43.6547," -79.3623,
41.8483," -87.6517,
34.7725," 113.7266,
51.5164," -0.093,
34.1282," 113.8068,
26.455," -80.1076,
42.683," 23.3175,
51.5164," -0.093,
48.1676," 8.6298,
48.8582," 2.3387,
48.8582," 2.3387,
55.7386," 37.6068,
34.7725," 113.7266,
34.7725," 113.7266,
43.6319," -79.3716,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
41.1399," -104.8193,
-27.6153," -48.4958,
34.7725," 113.7266,
48.8582," 2.3387,
45.0787," 7.5674,
38.6583," -77.2481,
13.733," 100.4865,
-26.2309," 28.0583,
35," 105,
34.7725," 113.7266,
35.698," 51.4115,
34.7725," 113.7266,
-25.2869," -57.6511,
40.8364," -74.1403,
40.7308," -73.9975,
34.7725," 113.7266,
40.7145," -74.0029,
34.7725," 113.7266,
14.5955," 120.9721,
22.25," 114.1667,
34.7725," 113.7266,
49.9514," -97.1133,
23.771," 90.3611,
-12.0439," -77.0281,
52.3824," 4.8995,
13.7442," 100.4608,
25.0478," 121.5318,
-6.175," 106.8286,
34.7725," 113.7266,
38.7095," -78.1539,
20.0063," 77.006,
40.8364," -74.1403,
43.6644," -79.4195,
47.4984," 19.0404,
28.6504," 77.2372,
51.5353," -0.6658,
34.0549," -118.2578,
48.8582," 2.3387,
34.7725," 113.7266,
34.7725," 113.7266,
28.6331," 77.2207,
51.4964," -0.1224,
59.8981," 30.2619,
37.7353," -122.3732,
34.7725," 113.7266,
1.314," 103.6839,
-32.3833," -59.9167,
37.5985," 126.9783,
-7.2484," 112.7419,
52.374," 4.8897,
-12.2337," -39.0656,
34.7725," 113.7266,
37.7353," -122.3732,
34.7725," 113.7266,
43.4631," 11.8783,
50.1188," 8.6843,
13.7442," 100.4608,
12.9721," 77.5933,
22.5333," 114.1333,
43.1479," 12.1097,
51.5353," -0.6658,
55.7527," 37.6172,
51.0092," 0.431,
51.5164," -0.093,
10.5048," -66.9208,
34.7725," 113.7266,
34.7725," 113.7266,
31.4593," 104.7542,
34.7725," 113.7266,
31.0449," 121.4012,
60.9254," 76.5635,
46," 105,
1.314," 103.6839,
24.9043," 67.0817,
16.0023," 105.9999,
40.7957," -77.8618,
45.9968," 24.997,
34.7725," 113.7266,
40.8364," -74.1403,
1.2929," 103.8547,
43.4631," 11.8783,
-2.882," -78.9841,
37.3417," -121.9753,
6.2529," -75.5646,
48.8582," 2.3387,
17.0333," -61.7833,
50.1188," 8.6843,
34.7725," 113.7266,
34.7725," 113.7266,
-6.1741," 106.8296,
16.0023," 105.9999,
34.7725," 113.7266,
34.7725," 113.7266,
-26.2309," 28.0583,
34.7725," 113.7266,
34.7725," 113.7266,
37.5532," 126.9165,
19.0748," 72.8856,
-7.7049," 110.6019,
34.7725," 113.7266,
34.7725," 113.7266,
1.314," 103.6839,
48.8543," 2.3527,
34.0549," -118.2578,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
37.4388," 127.1396,
48.8582," 2.3387,
16.0023," 105.9999,
40.793," -74.0247,
34.7725," 113.7266,
40.8364," -74.1403,
34.7725," 113.7266,
43.6547," -79.3623,
22.2909," 114.15,
34.7725," 113.7266,
37.4601," 126.9005,
34.7725," 113.7266,
50.1103," 8.7147,
40.7145," -74.0029,
34.7725," 113.7266,
37.5985," 126.9783,
48.8582," 2.3387,
19.4357," -99.1438,
34.7725," 113.7266,
-25.2869," -57.6511,
34.7725," 113.7266,
37.751," -97.822,
19.42," -99.1663,
40.7145," -74.0029,
-3.1021," -60.026,
34.7725," 113.7266,
34.7725," 113.7266,
34.7725," 113.7266,
22.6148," 120.3139,
40.8364," -74.1403,
-34.1769," -58.9133,
34.7725," 113.7266,
48.8582," 2.3387,
-16.5002," -68.1493,
23.1167," 113.25,
37.4388," 127.1396,
-25.5026," -49.2916,
34.7725," 113.7266,
39.9288," 116.3889,
34.7725," 113.7266,
34.7725," 113.7266,
40.7145," -74.0029,
-6.175," 106.8286,
23.1167," 113.25,
13," 105,
52.3006," 4.9479,
34.0549," -118.2578,
1.314," 103.6839,
-4.7003," -50.5222,
48.8763," -72.212,
13.7442," 100.4608,
